danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album_name,artist_name
0.714,0.534,7,-10.296,1,0.0318,0.788,0.000262,0.344,0.897,122.336,audio_features,2DEBleXFxSOYbb1VyTy8du,spotify:track:2DEBleXFxSOYbb1VyTy8du,https://api.spotify.com/v1/tracks/2DEBleXFxSOYbb1VyTy8du,https://api.spotify.com/v1/audio-analysis/2DEBleXFxSOYbb1VyTy8du,141667,4,"Devil In Her Heart - Live At The BBC For ""Pop Go The Beatles"" / 25th September, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.861,0.2,3,-19.124,0,0.92,0.977,0.0,0.221,0.98,112.889,audio_features,0dTcNeWaYDZIvJxD2QrH4H,spotify:track:0dTcNeWaYDZIvJxD2QrH4H,https://api.spotify.com/v1/tracks/0dTcNeWaYDZIvJxD2QrH4H,https://api.spotify.com/v1/audio-analysis/0dTcNeWaYDZIvJxD2QrH4H,16627,4,"The 49 Weeks - Live At The BBC For ""Pop Go The Beatles"" / 24th September, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.662,0.336,9,-10.685,1,0.0294,0.78,0.00123,0.177,0.723,117.334,audio_features,1HfRcPdQoV3Qrzvj5sTv44,spotify:track:1HfRcPdQoV3Qrzvj5sTv44,https://api.spotify.com/v1/tracks/1HfRcPdQoV3Qrzvj5sTv44,https://api.spotify.com/v1/audio-analysis/1HfRcPdQoV3Qrzvj5sTv44,140653,4,"Sure To Fall (In Love With You) - Live At The BBC For ""Pop Go The Beatles"" / 24th September, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.716,0.164,10,-18.487,0,0.935,0.961,0.0,0.356,0.546,91.668,audio_features,46Yu3BKMgVmS6KhvaCWG3q,spotify:track:46Yu3BKMgVmS6KhvaCWG3q,https://api.spotify.com/v1/tracks/46Yu3BKMgVmS6KhvaCWG3q,https://api.spotify.com/v1/audio-analysis/46Yu3BKMgVmS6KhvaCWG3q,34280,4,"Never Mind, Eh? - Live At The BBC For ""Pop Go The Beatles"" / 24th September, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.65,0.753,2,-9.124,1,0.0359,0.601,0.0,0.0432,0.932,129.656,audio_features,5RByFPf1KIxItpeG3dvtBv,spotify:track:5RByFPf1KIxItpeG3dvtBv,https://api.spotify.com/v1/tracks/5RByFPf1KIxItpeG3dvtBv,https://api.spotify.com/v1/audio-analysis/5RByFPf1KIxItpeG3dvtBv,145320,4,"Twist And Shout - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.628,0.201,2,-16.569,1,0.928,0.979,0.0,0.154,0.0,167.525,audio_features,4h21X53xAByl6QeXe6Wtjy,spotify:track:4h21X53xAByl6QeXe6Wtjy,https://api.spotify.com/v1/tracks/4h21X53xAByl6QeXe6Wtjy,https://api.spotify.com/v1/audio-analysis/4h21X53xAByl6QeXe6Wtjy,24067,4,"Bye, Bye - Live At The BBC For ""Pop Go The Beatles"" / 24th September, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.7,0.186,11,-19.332,1,0.688,0.738,0.0,0.109,0.832,110.779,audio_features,5u5MSuBTlh364jDMzcyTWN,spotify:track:5u5MSuBTlh364jDMzcyTWN,https://api.spotify.com/v1/tracks/5u5MSuBTlh364jDMzcyTWN,https://api.spotify.com/v1/audio-analysis/5u5MSuBTlh364jDMzcyTWN,501880,4,"John - Pop Profile - Live At The BBC / 30th November, 1965",On Air - Live At The BBC (Vol.2),The Beatles
0.596,0.118,6,-22.503,0,0.704,0.786,0.0,0.192,0.594,90.225,audio_features,51UslSkGPT7TrXYIsEsWAF,spotify:track:51UslSkGPT7TrXYIsEsWAF,https://api.spotify.com/v1/tracks/51UslSkGPT7TrXYIsEsWAF,https://api.spotify.com/v1/audio-analysis/51UslSkGPT7TrXYIsEsWAF,484661,4,"George - Pop Profile - Live At The BBC / 30th November, 1965",On Air - Live At The BBC (Vol.2),The Beatles
0.492,0.506,4,-12.635,1,0.0347,0.143,3.42e-06,0.118,0.96,79.471,audio_features,7tf0cVIeb1wHHch2LadKc2,spotify:track:7tf0cVIeb1wHHch2LadKc2,https://api.spotify.com/v1/tracks/7tf0cVIeb1wHHch2LadKc2,https://api.spotify.com/v1/audio-analysis/7tf0cVIeb1wHHch2LadKc2,155733,4,"I Saw Her Standing There - Live At The BBC For ""Saturday Club"" / 5th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.638,0.581,9,-12.328,1,0.0429,0.623,0.0,0.53,0.959,96.099,audio_features,2HXgCRmxRuROwntAqJy5Zq,spotify:track:2HXgCRmxRuROwntAqJy5Zq,https://api.spotify.com/v1/tracks/2HXgCRmxRuROwntAqJy5Zq,https://api.spotify.com/v1/audio-analysis/2HXgCRmxRuROwntAqJy5Zq,112493,4,"Glad All Over - Live At The BBC For ""Saturday Club"" / 24th August, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.678,0.16,6,-24.43,1,0.947,0.966,0.0,0.315,0.864,139.686,audio_features,7sYQJ0KuMKC24iPt3MpXAo,spotify:track:7sYQJ0KuMKC24iPt3MpXAo,https://api.spotify.com/v1/tracks/7sYQJ0KuMKC24iPt3MpXAo,https://api.spotify.com/v1/audio-analysis/7sYQJ0KuMKC24iPt3MpXAo,37000,3,"Lift Lid Again - Live At The BBC For ""Saturday Club"" / 24th August, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.753,0.346,4,-14.072,1,0.0469,0.303,4.03e-06,0.146,0.953,124.64,audio_features,3DhjiN6CumibuYkQ4lI5sD,spotify:track:3DhjiN6CumibuYkQ4lI5sD,https://api.spotify.com/v1/tracks/3DhjiN6CumibuYkQ4lI5sD,https://api.spotify.com/v1/audio-analysis/3DhjiN6CumibuYkQ4lI5sD,122347,4,"I'll Get You - Live At The BBC For ""Saturday Club"" / 5th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.43,0.523,4,-10.254,0,0.0288,0.432,0.0,0.105,0.904,155.13,audio_features,0Xvir6Q79hoZxetCmOuUAT,spotify:track:0Xvir6Q79hoZxetCmOuUAT,https://api.spotify.com/v1/tracks/0Xvir6Q79hoZxetCmOuUAT,https://api.spotify.com/v1/audio-analysis/0Xvir6Q79hoZxetCmOuUAT,135240,4,"She Loves You - Live At The BBC For ""Saturday Club"" / 5th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.757,0.303,11,-11.923,1,0.0461,0.231,0.152,0.109,0.703,98.125,audio_features,1DkUmd3seTv3HZ3kfNgtxK,spotify:track:1DkUmd3seTv3HZ3kfNgtxK,https://api.spotify.com/v1/tracks/1DkUmd3seTv3HZ3kfNgtxK,https://api.spotify.com/v1/audio-analysis/1DkUmd3seTv3HZ3kfNgtxK,135893,4,"Memphis, Tennessee - Live At The BBC For ""Saturday Club"" / 5th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.759,0.486,4,-11.775,1,0.137,0.722,0.0,0.105,0.863,160.832,audio_features,2UpYmhDZVmzfdsgvLavmfj,spotify:track:2UpYmhDZVmzfdsgvLavmfj,https://api.spotify.com/v1/tracks/2UpYmhDZVmzfdsgvLavmfj,https://api.spotify.com/v1/audio-analysis/2UpYmhDZVmzfdsgvLavmfj,33853,4,"Happy Birthday Dear Saturday Club - Live At The BBC For ""Saturday Club"" / 5th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.449,0.507,1,-12.375,1,0.658,0.93,0.0,0.924,0.444,86.702,audio_features,0qBskWkYJLLRsfxgAhx1wc,spotify:track:0qBskWkYJLLRsfxgAhx1wc,https://api.spotify.com/v1/tracks/0qBskWkYJLLRsfxgAhx1wc,https://api.spotify.com/v1/audio-analysis/0qBskWkYJLLRsfxgAhx1wc,24440,4,"Now Hush, Hush - Live At The BBC For ""Easy Beat"" / 20th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.474,0.785,0,-8.422,1,0.0502,0.438,0.000101,0.533,0.793,143.192,audio_features,2W3J1ngxUu6l0rxM8Ak4qa,spotify:track:2W3J1ngxUu6l0rxM8Ak4qa,https://api.spotify.com/v1/tracks/2W3J1ngxUu6l0rxM8Ak4qa,https://api.spotify.com/v1/audio-analysis/2W3J1ngxUu6l0rxM8Ak4qa,110787,4,"From Me To You - Live At The BBC For ""Easy Beat"" / 20th October, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.633,0.67,4,-9.888,1,0.0377,0.811,0.00156,0.174,0.96,131.226,audio_features,6PWpB4J9xKnYh71TXojz9N,spotify:track:6PWpB4J9xKnYh71TXojz9N,https://api.spotify.com/v1/tracks/6PWpB4J9xKnYh71TXojz9N,https://api.spotify.com/v1/audio-analysis/6PWpB4J9xKnYh71TXojz9N,162813,4,"Money (That's What I Want) - Live At The BBC For ""The Beatles Say From Us To You"" / 26th December, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.588,0.744,7,-10.502,1,0.0356,0.674,5.99e-05,0.336,0.865,132.471,audio_features,4EYHYNUN84Q90jUvBxerIv,spotify:track:4EYHYNUN84Q90jUvBxerIv,https://api.spotify.com/v1/tracks/4EYHYNUN84Q90jUvBxerIv,https://api.spotify.com/v1/audio-analysis/4EYHYNUN84Q90jUvBxerIv,143333,4,"I Want To Hold Your Hand - Live At The BBC For ""The Beatles Say From Us To You"" / 26th December, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.77,0.302,6,-17.059,1,0.942,0.953,0.0,0.226,0.797,61.03,audio_features,3xohbni06d89qSDGtITdlo,spotify:track:3xohbni06d89qSDGtITdlo,https://api.spotify.com/v1/tracks/3xohbni06d89qSDGtITdlo,https://api.spotify.com/v1/audio-analysis/3xohbni06d89qSDGtITdlo,58520,3,"Brian Bathtubes - Live At The BBC For ""Saturday Club"" / 21st December, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.632,0.45,2,-10.853,1,0.0323,0.815,0.000104,0.0922,0.529,106.002,audio_features,5AJaoXVdWEQhvYNsVfFflI,spotify:track:5AJaoXVdWEQhvYNsVfFflI,https://api.spotify.com/v1/tracks/5AJaoXVdWEQhvYNsVfFflI,https://api.spotify.com/v1/audio-analysis/5AJaoXVdWEQhvYNsVfFflI,136000,3,"This Boy - Live At The BBC For ""Saturday Club"" / 21st December, 1963",On Air - Live At The BBC (Vol.2),The Beatles
0.674,0.54,10,-14.934,1,0.844,0.915,0.0012,0.648,0.958,76.97,audio_features,4lMMyBziWO4BySGjoZFvwt,spotify:track:4lMMyBziWO4BySGjoZFvwt,https://api.spotify.com/v1/tracks/4lMMyBziWO4BySGjoZFvwt,https://api.spotify.com/v1/audio-analysis/4lMMyBziWO4BySGjoZFvwt,44600,5,"If I Wasn’t In America - Live At The BBC For ""Saturday Club"" / 15th February, 1964",On Air - Live At The BBC (Vol.2),The Beatles
0.592,0.563,4,-11.998,1,0.0505,0.0257,0.000961,0.0751,0.772,112.343,audio_features,2wWRMqKJh0Yg5gnhflDnWD,spotify:track:2wWRMqKJh0Yg5gnhflDnWD,https://api.spotify.com/v1/tracks/2wWRMqKJh0Yg5gnhflDnWD,https://api.spotify.com/v1/audio-analysis/2wWRMqKJh0Yg5gnhflDnWD,155640,4,"I Got A Woman - Live At The BBC For ""Saturday Club"" / 4th April, 1964",On Air - Live At The BBC (Vol.2),The Beatles
0.407,0.477,7,-11.479,1,0.0411,0.0026,0.00261,0.0411,0.782,173.556,audio_features,76EJLnjXsq38img1CneFVq,spotify:track:76EJLnjXsq38img1CneFVq,https://api.spotify.com/v1/tracks/76EJLnjXsq38img1CneFVq,https://api.spotify.com/v1/audio-analysis/76EJLnjXsq38img1CneFVq,118307,4,"Long Tall Sally - Live At The BBC For ""Top Gear"" / 16th July, 1964",On Air - Live At The BBC (Vol.2),The Beatles
0.0,0.29,0,-17.567,1,0.0,0.878,0.0,0.789,0.0,0.0,audio_features,0vnk937OSml0sAtci897J8,spotify:track:0vnk937OSml0sAtci897J8,https://api.spotify.com/v1/tracks/0vnk937OSml0sAtci897J8,https://api.spotify.com/v1/audio-analysis/0vnk937OSml0sAtci897J8,13773,0,"Beatles Greetings - Live At The BBC For ""The Public Ear"" / 3rd November, 1963",Live At The BBC (Remastered),The Beatles
0.643,0.773,9,-8.383,0,0.0395,0.0349,0.0514,0.08,0.88,139.013,audio_features,5S93wKoo3IvEwMQOx7HADT,spotify:track:5S93wKoo3IvEwMQOx7HADT,https://api.spotify.com/v1/tracks/5S93wKoo3IvEwMQOx7HADT,https://api.spotify.com/v1/audio-analysis/5S93wKoo3IvEwMQOx7HADT,29587,4,"From Us To You - Live At The BBC / Opening Theme From ""From Us To You"" / 1964",Live At The BBC (Remastered),The Beatles
0.646,0.135,10,-23.549,1,0.904,0.928,0.0,0.353,0.624,70.649,audio_features,5KbTDNdnXan98j4wEDS9eL,spotify:track:5KbTDNdnXan98j4wEDS9eL,https://api.spotify.com/v1/tracks/5KbTDNdnXan98j4wEDS9eL,https://api.spotify.com/v1/audio-analysis/5KbTDNdnXan98j4wEDS9eL,54893,5,"Riding On A Bus - Live At The BBC For ""Top Gear"" / 26th November, 1964",Live At The BBC (Remastered),The Beatles
0.676,0.661,4,-9.981,1,0.0348,0.646,0.0,0.0965,0.909,103.446,audio_features,53PHRtl7ZP8gkiWiX4rm16,spotify:track:53PHRtl7ZP8gkiWiX4rm16,https://api.spotify.com/v1/tracks/53PHRtl7ZP8gkiWiX4rm16,https://api.spotify.com/v1/audio-analysis/53PHRtl7ZP8gkiWiX4rm16,168333,4,"I Got A Woman - Live At The BBC For ""Pop Go The Beatles"" / 13th August, 1963",Live At The BBC (Remastered),The Beatles
0.631,0.766,1,-9.194,0,0.0601,0.28,1.87e-06,0.086,0.965,90.715,audio_features,2NZ2FttCOXIGSLP7F9EvGW,spotify:track:2NZ2FttCOXIGSLP7F9EvGW,https://api.spotify.com/v1/tracks/2NZ2FttCOXIGSLP7F9EvGW,https://api.spotify.com/v1/audio-analysis/2NZ2FttCOXIGSLP7F9EvGW,127573,4,"Too Much Monkey Business - Live At The BBC For ""Pop Go The Beatles"" / 10th September, 1963",Live At The BBC (Remastered),The Beatles
0.566,0.629,7,-11.637,1,0.103,0.0851,0.833,0.0795,0.885,134.925,audio_features,2wh66N0HWVzwSB0KV7mdQ6,spotify:track:2wh66N0HWVzwSB0KV7mdQ6,https://api.spotify.com/v1/tracks/2wh66N0HWVzwSB0KV7mdQ6,https://api.spotify.com/v1/audio-analysis/2wh66N0HWVzwSB0KV7mdQ6,151280,4,"Keep Your Hands Off My Baby - Live At The BBC For ""Saturday Club"" / 26th January, 1963",Live At The BBC (Remastered),The Beatles
0.614,0.485,9,-12.902,1,0.0306,0.234,2.32e-06,0.142,0.79,125.477,audio_features,07Ff2IljWccaYecJVpc2R5,spotify:track:07Ff2IljWccaYecJVpc2R5,https://api.spotify.com/v1/tracks/07Ff2IljWccaYecJVpc2R5,https://api.spotify.com/v1/audio-analysis/07Ff2IljWccaYecJVpc2R5,117813,4,"I'll Be On My Way - Live At The BBC For ""Side By Side"" / 24th June, 1963",Live At The BBC (Remastered),The Beatles
0.474,0.615,2,-10.302,1,0.0358,0.697,0.0,0.926,0.923,68.111,audio_features,3FuRBetiFz4ijeLdGCxQ5Y,spotify:track:3FuRBetiFz4ijeLdGCxQ5Y,https://api.spotify.com/v1/tracks/3FuRBetiFz4ijeLdGCxQ5Y,https://api.spotify.com/v1/audio-analysis/3FuRBetiFz4ijeLdGCxQ5Y,115547,4,"Young Blood - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",Live At The BBC (Remastered),The Beatles
0.699,0.752,2,-9.565,1,0.0354,0.879,0.000237,0.265,0.968,128.919,audio_features,5RuE7nwp4TWsRvLXG7Yjy2,spotify:track:5RuE7nwp4TWsRvLXG7Yjy2,https://api.spotify.com/v1/tracks/5RuE7nwp4TWsRvLXG7Yjy2,https://api.spotify.com/v1/audio-analysis/5RuE7nwp4TWsRvLXG7Yjy2,136000,4,"A Shot Of Rhythm And Blues - Live At The BBC For ""Pop Go The Beatles"" / 27th August, 1963",Live At The BBC (Remastered),The Beatles
0.485,0.53,9,-11.612,1,0.03,0.351,7.73e-06,0.587,0.896,129.198,audio_features,40ivgem49lDsPqJAKZLOr1,spotify:track:40ivgem49lDsPqJAKZLOr1,https://api.spotify.com/v1/tracks/40ivgem49lDsPqJAKZLOr1,https://api.spotify.com/v1/audio-analysis/40ivgem49lDsPqJAKZLOr1,128093,4,"Sure To Fall (In Love With You) - Live At The BBC For ""Pop Go The Beatles"" / 18th June, 1963",Live At The BBC (Remastered),The Beatles
0.451,0.809,2,-10.967,1,0.0425,0.00388,0.442,0.139,0.895,94.578,audio_features,3tBJOP6rkrMciM74yAscpw,spotify:track:3tBJOP6rkrMciM74yAscpw,https://api.spotify.com/v1/tracks/3tBJOP6rkrMciM74yAscpw,https://api.spotify.com/v1/audio-analysis/3tBJOP6rkrMciM74yAscpw,121173,4,"Some Other Guy - Live At The BBC For ""Easy Beat"" / 23rd June, 1963",Live At The BBC (Remastered),The Beatles
0.404,0.722,2,-11.698,1,0.0317,0.0183,0.0,0.122,0.932,140.796,audio_features,0ZDJsHfAMmnvYmnu5DLPer,spotify:track:0ZDJsHfAMmnvYmnu5DLPer,https://api.spotify.com/v1/tracks/0ZDJsHfAMmnvYmnu5DLPer,https://api.spotify.com/v1/audio-analysis/0ZDJsHfAMmnvYmnu5DLPer,124653,4,"Thank You Girl - Live At The BBC For ""Easy Beat"" / 23rd June, 1963",Live At The BBC (Remastered),The Beatles
0.803,0.349,1,-19.668,0,0.887,0.583,0.0,0.457,0.95,102.36,audio_features,6GGYXa8pIYOCUgNnl3fnP8,spotify:track:6GGYXa8pIYOCUgNnl3fnP8,https://api.spotify.com/v1/tracks/6GGYXa8pIYOCUgNnl3fnP8,https://api.spotify.com/v1/audio-analysis/6GGYXa8pIYOCUgNnl3fnP8,28160,3,"Sha La La La La! - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",Live At The BBC (Remastered),The Beatles
0.531,0.525,4,-13.038,0,0.0298,0.326,0.0,0.432,0.786,114.533,audio_features,1Xgu0QTqRtOKPeEHd3EVik,spotify:track:1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/tracks/1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/audio-analysis/1Xgu0QTqRtOKPeEHd3EVik,163547,4,"Baby It's You - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",Live At The BBC (Remastered),The Beatles
0.671,0.657,9,-9.806,1,0.03,0.604,0.573,0.118,0.957,104.729,audio_features,6zsbf8RSb8YODtTclmMgAb,spotify:track:6zsbf8RSb8YODtTclmMgAb,https://api.spotify.com/v1/tracks/6zsbf8RSb8YODtTclmMgAb,https://api.spotify.com/v1/audio-analysis/6zsbf8RSb8YODtTclmMgAb,175640,4,"That's All Right (Mama) - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.484,0.706,9,-11.505,1,0.0352,0.311,6.55e-06,0.0839,0.979,155.616,audio_features,2CkSHHcBZQXxg90xAcUkhn,spotify:track:2CkSHHcBZQXxg90xAcUkhn,https://api.spotify.com/v1/tracks/2CkSHHcBZQXxg90xAcUkhn,https://api.spotify.com/v1/audio-analysis/2CkSHHcBZQXxg90xAcUkhn,156227,4,"Carol - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.745,0.173,1,-23.719,1,0.93,0.784,0.0,0.506,0.649,102.311,audio_features,1HUvm2nsmG5K9kUZq3ylie,spotify:track:1HUvm2nsmG5K9kUZq3ylie,https://api.spotify.com/v1/tracks/1HUvm2nsmG5K9kUZq3ylie,https://api.spotify.com/v1/audio-analysis/1HUvm2nsmG5K9kUZq3ylie,31147,3,"What Is It, George? - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.742,0.413,5,-11.965,1,0.04,0.319,2.62e-06,0.305,0.969,123.777,audio_features,1QnLZL2cCxNUCdWgo3AYR0,spotify:track:1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/tracks/1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/audio-analysis/1QnLZL2cCxNUCdWgo3AYR0,119120,4,"Soldier Of Love - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.744,0.182,0,-21.994,0,0.954,0.82,0.0,0.276,0.88,115.387,audio_features,3DNENIsGC1h2tXNfPlq62g,spotify:track:3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/tracks/3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/audio-analysis/3DNENIsGC1h2tXNfPlq62g,25693,4,"A Little Rhyme - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.521,0.63,7,-11.097,1,0.0729,0.61,0.0,0.597,0.883,132.094,audio_features,569Uf7t8MiSwnHgjk1yrLF,spotify:track:569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/tracks/569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/audio-analysis/569Uf7t8MiSwnHgjk1yrLF,159947,4,"Clarabella - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",Live At The BBC (Remastered),The Beatles
0.639,0.651,0,-11.385,1,0.047,0.357,8.98e-06,0.0737,0.942,98.026,audio_features,4jqD06p0XjTw6K4QHo9xSO,spotify:track:4jqD06p0XjTw6K4QHo9xSO,https://api.spotify.com/v1/tracks/4jqD06p0XjTw6K4QHo9xSO,https://api.spotify.com/v1/audio-analysis/4jqD06p0XjTw6K4QHo9xSO,122000,4,"I'm Gonna Sit Right Down And Cry (Over You) - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",Live At The BBC (Remastered),The Beatles
0.647,0.312,9,-14.55,1,0.0358,0.689,0.0,0.1,0.895,133.613,audio_features,3L3fx4XnKCnZCaU3zQxBC2,spotify:track:3L3fx4XnKCnZCaU3zQxBC2,https://api.spotify.com/v1/tracks/3L3fx4XnKCnZCaU3zQxBC2,https://api.spotify.com/v1/audio-analysis/3L3fx4XnKCnZCaU3zQxBC2,131173,4,"Crying, Waiting, Hoping - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",Live At The BBC (Remastered),The Beatles
0.626,0.15,7,-22.172,1,0.836,0.928,0.0,0.196,0.934,82.17,audio_features,2ZLo5iUk04ukDPjuLyTQXQ,spotify:track:2ZLo5iUk04ukDPjuLyTQXQ,https://api.spotify.com/v1/tracks/2ZLo5iUk04ukDPjuLyTQXQ,https://api.spotify.com/v1/audio-analysis/2ZLo5iUk04ukDPjuLyTQXQ,42653,3,"Dear Wack! - Live At The BBC For ""Saturday Club"" / 24th August, 1963",Live At The BBC (Remastered),The Beatles
0.649,0.294,9,-12.289,1,0.0322,0.721,0.0,0.0716,0.738,82.895,audio_features,0FOQrQzq84QWxLKTD9cF7u,spotify:track:0FOQrQzq84QWxLKTD9cF7u,https://api.spotify.com/v1/tracks/0FOQrQzq84QWxLKTD9cF7u,https://api.spotify.com/v1/audio-analysis/0FOQrQzq84QWxLKTD9cF7u,158227,4,"You Really Got A Hold On Me - Live At The BBC For ""Saturday Club"" / 24th August, 1963",Live At The BBC (Remastered),The Beatles
0.45,0.34,4,-13.886,1,0.0336,0.777,0.0,0.22,0.456,101.253,audio_features,3PzNwVdR8BNzKCBahvAYOm,spotify:track:3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/tracks/3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/audio-analysis/3PzNwVdR8BNzKCBahvAYOm,170933,3,"To Know Her Is To Love Her - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",Live At The BBC (Remastered),The Beatles
0.506,0.285,4,-12.723,1,0.0313,0.737,0.0,0.333,0.607,100.443,audio_features,5veYBivZskq1KPEdaK6Wco,spotify:track:5veYBivZskq1KPEdaK6Wco,https://api.spotify.com/v1/tracks/5veYBivZskq1KPEdaK6Wco,https://api.spotify.com/v1/audio-analysis/5veYBivZskq1KPEdaK6Wco,118693,3,"A Taste Of Honey - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",Live At The BBC (Remastered),The Beatles
0.593,0.666,7,-10.766,1,0.0485,0.267,0.000226,0.126,0.877,91.054,audio_features,6umlrYhBfLxECERl8CBk6p,spotify:track:6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/tracks/6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/audio-analysis/6umlrYhBfLxECERl8CBk6p,113973,4,"Long Tall Sally - Live At The BBC For ""Pop Go The Beatles"" / 13th August, 1963",Live At The BBC (Remastered),The Beatles
0.459,0.735,4,-9.772,1,0.0384,0.232,0.0,0.943,0.938,164.869,audio_features,6Onh1jm8nv8N0sZuL8LNpT,spotify:track:6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/tracks/6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/audio-analysis/6Onh1jm8nv8N0sZuL8LNpT,155133,4,"I Saw Her Standing There - Live At The BBC For ""Easy Beat"" / 20th October 1963",Live At The BBC (Remastered),The Beatles
0.728,0.323,4,-14.612,1,0.0501,0.72,0.0,0.0794,0.799,134.904,audio_features,4nN3sSVDpCqf3TW4tpDBAS,spotify:track:4nN3sSVDpCqf3TW4tpDBAS,https://api.spotify.com/v1/tracks/4nN3sSVDpCqf3TW4tpDBAS,https://api.spotify.com/v1/audio-analysis/4nN3sSVDpCqf3TW4tpDBAS,99973,4,"The Honeymoon Song - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",Live At The BBC (Remastered),The Beatles
0.492,0.737,9,-10.537,1,0.0442,0.0281,1.45e-05,0.239,0.961,152.231,audio_features,4QqUqY4ZcEsXELYQbnSy5u,spotify:track:4QqUqY4ZcEsXELYQbnSy5u,https://api.spotify.com/v1/tracks/4QqUqY4ZcEsXELYQbnSy5u,https://api.spotify.com/v1/audio-analysis/4QqUqY4ZcEsXELYQbnSy5u,171253,4,"Johnny B Goode - Live At The BBC For ""Saturday Club"" / 15th February, 1964",Live At The BBC (Remastered),The Beatles
0.77,0.411,8,-11.981,0,0.0447,0.613,0.00275,0.0875,0.538,97.793,audio_features,1GOR0CC1Wnz2nIs8KQVbIQ,spotify:track:1GOR0CC1Wnz2nIs8KQVbIQ,https://api.spotify.com/v1/tracks/1GOR0CC1Wnz2nIs8KQVbIQ,https://api.spotify.com/v1/audio-analysis/1GOR0CC1Wnz2nIs8KQVbIQ,135787,4,"Memphis, Tennessee - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",Live At The BBC (Remastered),The Beatles
0.629,0.651,5,-10.471,1,0.0306,0.397,0.0,0.293,0.97,142.527,audio_features,2s4VuwtM6GII3MI3AOjJal,spotify:track:2s4VuwtM6GII3MI3AOjJal,https://api.spotify.com/v1/tracks/2s4VuwtM6GII3MI3AOjJal,https://api.spotify.com/v1/audio-analysis/2s4VuwtM6GII3MI3AOjJal,110160,4,"Lucille - Live At The BBC For ""Saturday Club"" / 5th October, 1963",Live At The BBC (Remastered),The Beatles
